ID_Cliente,Idade,Anos_Experiencia,Renda_Anual_Mil,CEP,Tamanho_Familia,Gasto_Medio_Cartao,Escolaridade,Valor_Hipoteca,Aceitou_Emprestimo,Conta_Investimento,Conta_CD,Usa_Internet_Banking,Tem_Cartao_Credito_Banco,Segmento_Renda,Perfil_Gasto,Propensao_Emprestimo
3813,39,13,52,94720,1,2.0,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3814,62,37,19,91343,3,1.3,2,97,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3815,34,9,35,94304,3,1.3,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3816,43,19,28,95053,4,0.3,1,96,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3817,55,30,70,94904,3,2.0,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3818,65,40,140,92093,1,0.9,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3819,26,0,102,94305,4,2.3,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3820,57,27,50,93950,4,2.0,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3821,32,7,61,94102,3,2.3,1,205,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3822,35,9,188,92220,2,3.7,2,259,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3823,63,33,178,91768,4,9.0,3,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3824,49,25,44,94708,4,0.9,2,194,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3825,23,-1,12,95064,4,1.0,1,0,0,1,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3826,30,6,69,94305,4,3.4,1,188,0,0,0,0,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3827,43,19,132,90089,1,5.0,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3828,39,14,128,93943,2,3.9,1,196,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3829,31,6,44,95616,4,0.8,1,122,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3830,65,39,44,92038,1,0.5,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3831,34,8,34,92130,2,2.0,3,0,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3832,37,12,132,90089,2,3.9,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3833,62,38,158,90230,2,2.1,1,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3834,33,9,83,93943,1,0.1,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3835,48,22,28,94720,1,1.4,3,75,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3836,33,9,131,90065,3,2.2,3,0,1,1,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3837,45,19,31,95616,3,0.5,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3838,44,19,40,92350,4,0.0,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3839,37,11,71,94501,2,1.8,1,127,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3840,31,5,42,93010,2,2.0,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3841,56,31,35,95211,3,0.1,2,114,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3842,30,4,81,94305,2,0.2,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3843,61,35,91,95136,2,2.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3844,32,7,129,94720,4,5.2,2,0,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3845,51,27,75,95828,1,2.7,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3846,26,1,54,94061,4,0.6,2,230,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3847,31,5,43,94720,1,1.5,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
3848,43,18,94,94110,4,1.1,2,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3849,57,32,84,93106,4,1.3,3,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3850,42,18,34,92653,1,2.0,2,0,0,1,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3851,48,23,15,94061,4,0.8,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3852,46,21,99,90277,2,3.8,3,194,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3853,33,7,15,92152,1,0.4,2,82,0,1,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3854,45,21,83,94105,4,2.0,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3855,31,6,83,94720,4,1.8,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3856,42,18,143,95630,1,1.7,1,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3857,56,30,81,90401,4,2.6,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3858,63,39,39,91711,1,1.9,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3859,42,18,158,92124,2,0.4,2,277,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3860,50,24,62,90245,1,1.4,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3861,31,6,64,92121,2,0.1,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3862,65,40,29,90025,1,1.5,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3863,60,34,64,94104,3,2.5,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3864,34,10,21,91770,4,0.7,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3865,62,32,142,95112,2,2.8,3,0,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3866,56,30,64,93105,3,2.5,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3867,51,25,40,91401,4,1.8,1,0,0,1,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3868,44,19,61,94080,3,2.7,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3869,41,16,44,92037,1,0.3,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3870,43,16,78,95670,3,2.67,2,161,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3871,25,0,25,94596,2,0.9,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3872,40,16,125,91304,2,1.9,1,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3873,53,29,63,94720,2,1.0,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3874,54,30,54,94550,1,1.6,3,185,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3875,36,12,92,94709,2,0.0,1,184,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3876,26,2,119,95351,2,0.6,1,381,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3877,35,11,40,91784,1,2.4,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3878,29,4,41,93105,1,1.0,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
3879,35,11,81,92064,2,0.0,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3880,28,4,101,95136,3,2.5,1,270,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3881,48,24,25,90024,4,0.5,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3882,46,20,55,91016,1,1.5,2,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3883,31,7,43,92646,1,2.1,3,166,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3884,40,16,98,94534,2,1.8,2,98,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3885,27,1,112,91330,4,2.3,3,402,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3886,32,2,69,93943,4,4.0,3,102,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3887,67,43,79,95616,4,1.7,2,215,0,0,1,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3888,24,-2,118,92634,2,7.2,1,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3889,45,18,81,95133,3,2.67,2,251,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3890,26,0,19,93014,1,0.1,2,121,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3891,42,17,139,91101,2,2.9,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3892,65,40,63,94701,3,0.5,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3893,59,33,102,91763,2,1.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3894,30,5,40,92521,4,1.7,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3895,32,6,44,92886,1,0.3,1,81,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3896,36,12,59,94104,3,2.0,1,216,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3897,48,24,224,93940,2,6.67,1,0,0,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3898,56,31,64,90245,2,2.3,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3899,44,20,129,96001,2,3.3,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3900,60,34,43,92697,1,1.4,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
3901,51,27,12,92834,3,0.4,1,0,0,1,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3902,34,10,53,94107,3,2.6,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3903,45,21,39,93305,2,2.1,3,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3904,47,23,65,93943,1,0.0,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3905,29,5,18,94122,1,0.4,3,94,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3906,52,28,55,94596,1,1.6,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3907,61,35,60,90245,1,2.5,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3908,40,14,42,91330,2,0.3,1,187,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3909,24,0,44,90638,3,0.1,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3910,33,7,111,90245,2,1.3,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3911,33,8,62,94596,1,1.0,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3912,52,26,44,94025,2,0.8,3,148,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3913,40,14,69,95348,1,1.5,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3914,45,20,62,92064,3,0.8,3,172,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3915,27,3,35,94080,1,1.8,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3916,38,13,91,92037,1,2.8,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3917,50,26,12,92121,1,0.2,1,96,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3918,41,15,89,94608,3,0.1,1,292,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3919,60,34,65,90024,4,1.7,2,0,0,1,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3920,64,34,179,90024,2,4.5,3,400,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3921,34,8,82,93106,2,1.5,3,0,0,1,1,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3922,30,6,48,95812,1,1.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
3923,31,4,20,95616,4,1.5,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3924,41,15,91,90502,1,2.8,3,330,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3925,61,37,122,94609,2,6.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3926,42,18,22,90717,1,1.4,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3927,48,23,43,94301,2,1.3,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
3928,59,34,38,90291,4,1.7,1,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3929,57,33,61,92115,3,2.67,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3930,37,13,33,91773,4,0.4,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3931,53,27,145,95605,1,2.9,1,345,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3932,53,27,170,95003,1,1.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3933,26,2,55,94305,3,0.7,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3934,39,14,40,91302,1,2.5,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3935,35,11,68,94923,2,0.0,1,126,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3936,59,33,53,90034,3,2.5,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3937,43,18,63,95616,3,0.8,3,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3938,39,15,123,91604,2,2.2,1,92,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3939,49,24,13,95929,2,0.0,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3940,47,23,12,92110,4,0.2,1,102,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3941,41,17,53,93727,2,2.5,1,102,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3942,57,33,79,94588,1,2.7,2,294,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3943,42,17,89,90095,1,0.1,2,170,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3944,61,36,188,91360,1,9.3,2,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3945,56,26,62,91320,3,1.4,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3946,29,3,123,92821,3,5.6,3,428,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3947,25,-1,40,93117,3,2.4,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3948,32,8,119,94710,4,5.0,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3949,37,12,123,94304,4,3.1,2,253,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3950,31,5,23,93407,1,0.4,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3951,38,14,62,94143,1,1.5,3,255,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3952,40,14,69,92870,3,2.1,1,106,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3953,61,36,124,94611,2,3.9,1,0,0,1,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3954,50,26,52,93555,4,0.1,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3955,32,7,134,93108,2,3.1,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3956,62,36,58,94501,1,0.8,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3957,62,37,45,90033,3,0.5,2,200,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3958,40,15,75,95449,4,1.1,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3959,59,34,23,90009,4,0.4,2,78,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3960,43,19,123,91107,3,1.3,1,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3961,62,37,48,92028,3,2.2,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3962,48,22,145,95482,1,0.3,1,140,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3963,29,5,31,93014,1,1.0,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3964,58,32,38,93106,3,2.2,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
3965,43,18,78,94025,4,1.9,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3966,39,15,94,91941,2,1.9,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3967,33,7,84,95051,1,2.9,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3968,40,15,22,94306,1,0.6,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3969,28,3,78,93108,4,0.2,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
3970,38,11,75,94305,3,2.33,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3971,65,40,71,95060,3,2.2,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3972,35,11,24,95616,1,0.5,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3973,29,5,112,94998,2,4.33,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3974,61,35,53,90064,1,2.8,2,167,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3975,46,21,41,94305,1,0.5,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
3976,50,23,25,91330,1,0.5,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3977,60,33,42,90277,4,2.5,2,194,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3978,54,27,51,94309,3,1.0,2,113,0,1,1,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3979,43,18,19,92325,2,0.3,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3980,38,14,90,93010,2,0.0,1,258,0,1,1,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3981,46,22,89,92866,4,1.4,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3982,64,39,22,92691,3,0.5,1,0,0,1,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3983,24,0,119,94566,1,1.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3984,39,13,93,93555,4,3.6,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3985,34,8,18,95741,4,0.3,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3986,65,40,32,90095,1,1.1,3,120,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
3987,38,14,182,92152,3,2.6,3,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3988,62,36,19,95833,2,0.2,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3989,59,35,85,91330,1,3.4,3,0,1,0,1,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3990,49,25,90,92709,4,1.4,2,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3991,57,32,59,95014,2,3.7,1,134,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
3992,64,38,84,94571,1,2.0,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
3993,47,22,95,93311,2,3.9,2,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
3994,30,6,13,93555,3,0.9,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3995,42,18,88,92675,4,0.8,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
3996,53,28,34,92697,2,0.6,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3997,50,24,11,94501,4,0.6,3,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
3998,62,38,80,94545,4,1.7,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
3999,34,10,41,94102,1,1.33,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
4000,47,21,90,90245,2,0.8,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
4001,62,37,93,93003,3,3.0,3,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4002,61,35,81,94709,4,1.9,2,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
4003,59,34,60,94015,2,2.8,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
4004,47,21,39,92612,3,0.6,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4005,65,39,22,92507,3,0.7,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4006,56,32,32,95827,2,0.8,1,79,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4007,56,32,28,92130,1,1.2,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
4008,31,7,35,91745,2,1.0,2,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
4009,61,31,154,94555,3,7.5,3,351,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4010,42,18,189,91605,2,7.6,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4011,44,19,40,94618,4,1.9,3,84,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
4012,47,21,88,94304,2,1.7,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
4013,30,6,124,91320,2,0.6,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
4014,62,38,23,91304,2,0.3,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4015,56,32,23,94720,4,0.7,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4016,25,-1,139,93106,2,2.0,1,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
4017,53,28,173,91614,4,2.7,1,427,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4018,26,0,42,92009,4,1.3,3,153,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
4019,59,35,161,94301,1,2.9,1,160,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4020,62,36,28,95020,3,0.7,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4021,58,32,191,93943,4,5.2,3,194,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4022,40,14,42,90638,2,0.3,1,106,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
4023,35,5,81,94234,4,4.0,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4024,51,25,175,90089,3,0.7,1,312,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
4025,41,15,82,94720,3,0.1,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
4026,51,27,53,94114,1,1.8,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
4027,27,1,142,92038,3,5.5,1,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
4028,46,21,42,93727,4,1.9,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
4029,46,20,64,94117,4,2.9,1,189,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
4030,31,5,90,94301,2,1.3,1,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
4031,58,32,44,92354,1,0.8,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
4032,42,18,29,91320,1,0.3,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
4033,59,35,93,94301,2,1.6,1,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
4034,54,24,69,93117,3,1.4,3,132,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
